instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,yr_label,weekday_label,temp_celsius,atemp_celsius,hum_pct,windspeed_kmh,perf_cluster
715,12/15/2012,4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,Winter,Clear/Partly Cloudy,2012,Sat,13.290847,16.91915,65.0417,7.12545,High
716,12/16/2012,4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,Winter,Mist/Cloudy,2012,Sun,14.8625,18.4969,83.875,6.749714,Medium
717,12/17/2012,4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,Winter,Mist/Cloudy,2012,Mon,16.126653,20.075,90.7083,6.5833061,High
718,12/18/2012,4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,Winter,Clear/Partly Cloudy,2012,Tue,16.844153,20.4854,66.625,14.834068,High
719,12/19/2012,4,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267,Winter,Clear/Partly Cloudy,2012,Wed,13.6325,17.1081,62.5417,12.334164,High
720,12/20/2012,4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,Winter,Mist/Cloudy,2012,Thu,13.53,16.76085,66.7917,8.875021,Medium
721,12/21/2012,1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623,Spring,Mist/Cloudy,2012,Fri,13.393347,15.08835,55.6667,25.083661,Medium
722,12/22/2012,1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749,Spring,Clear/Partly Cloudy,2012,Sat,10.899153,11.80565,44.125,27.292182,Low
723,12/23/2012,1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,Spring,Clear/Partly Cloudy,2012,Sun,10.079153,12.97355,51.5417,8.916561,Low
724,12/24/2012,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,Spring,Mist/Cloudy,2012,Mon,9.483464,12.945,79.1304,5.1744368,Low
725,12/25/2012,1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,Spring,Mist/Cloudy,2012,Tue,11.943464,14.72325,73.4783,11.304642,Low
726,12/26/2012,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,Spring,Light Rain/Snow,2012,Wed,9.976653,11.01665,82.3333,21.208582,Low
727,12/27/2012,1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,Spring,Mist/Cloudy,2012,Thu,10.420847,11.3321,65.2917,23.458911,Low
728,12/28/2012,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,Spring,Mist/Cloudy,2012,Fri,10.386653,12.7523,59,10.416557,Low
729,12/29/2012,1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,Spring,Mist/Cloudy,2012,Sat,10.386653,12.12,75.2917,8.333661,Low
730,12/30/2012,1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,Spring,Clear/Partly Cloudy,2012,Sun,10.489153,11.585,48.3333,23.500518,Low
731,12/31/2012,1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,Spring,Mist/Cloudy,2012,Mon,8.849153,11.17435,57.75,10.374682,Low
